cz,czname,pop2000,fips,statename,stateabbrv,le_agg_q1_F,le_raceadj_q1_F,le_agg_q2_F,le_raceadj_q2_F,le_agg_q3_F,le_raceadj_q3_F,le_agg_q4_F,le_raceadj_q4_F,le_agg_q1_M,le_raceadj_q1_M,le_agg_q2_M,le_raceadj_q2_M,le_agg_q3_M,le_raceadj_q3_M,le_agg_q4_M,le_raceadj_q4_M,avg_life_Q1,avg_life_Q2,avg_life_Q3,avg_life_Q4,avg_life_M,avg_life_F,avg_life_all
21101,Rice Lake,92542,55,Wisconsin,WI,83.155869,83.534836,83.815971,84.239639,86.402901,86.764809,86.872566,87.1427,77.851082,78.298813,80.681969,81.105042,83.913918,84.290215,85.58889,85.883591,80.71015,82.46065525,85.34296075,86.37193675,82.20169,85.24116138,83.72142569
21102,Amery,56993,55,Wisconsin,WI,82.334846,82.743484,84.59433,84.975418,85.928963,86.233833,87.846352,88.127739,76.588005,77.065491,80.622353,81.059235,83.272743,83.640022,85.5924,85.906708,79.6829565,82.812834,84.76889025,86.86829975,81.71836963,85.34812063,83.53324513
21201,Hutchinson,72898,27,Minnesota,MN,83.98362,84.308449,84.486389,84.859436,87.324295,87.573364,89.323189,89.540382,75.904488,76.336426,81.659912,82.016228,86.486938,86.717117,85.891098,86.157402,80.13324575,83.25549125,87.0254285,87.72801775,82.64620113,86.4248905,84.53554581
21202,Redwood Falls,33969,27,Minnesota,MN,81.688416,82.013977,84.978394,85.366943,87.337891,87.64196,85.663048,85.921211,77.843437,78.214058,81.29039,81.688782,82.667175,83.076569,84.217628,84.514366,79.939972,83.33112725,85.18089875,85.07906325,81.68905063,85.07648,83.38276531
21301,Mankato,149925,27,Minnesota,MN,82.5513,82.887276,85.743546,86.034866,87.678032,87.972252,87.93055,88.116791,77.227959,77.63073,81.862488,82.213226,84.421822,84.780632,87.161446,87.342888,80.07431625,83.9635315,86.2131845,87.63791875,82.83014888,86.11432663,84.47223775
21302,Owatonna,109871,27,Minnesota,MN,82.694389,83.148254,85.076874,85.293289,86.915977,87.205887,88.470856,88.779793,78.496323,78.897202,82.420761,82.633492,84.683014,84.998718,85.921745,86.239334,80.809042,83.856104,85.950899,87.352932,83.03632363,85.94816488,84.49224425
21400,St. Cloud,254139,27,Minnesota,MN,83.34053,83.626389,85.534462,85.844543,87.291969,87.582146,88.551033,88.811729,77.791924,78.197174,82.205963,82.568665,84.825882,85.152611,85.110397,85.454803,80.73900425,84.03840825,86.213152,86.9819905,82.66342738,86.32285013,84.49313875
21501,Minneapolis,2904389,27,Minnesota,MN,81.749268,81.762001,84.397842,84.67765,86.506683,86.73156,88.060265,88.232391,77.160675,77.378593,80.815987,81.158669,83.599213,83.909126,86.159019,86.398903,79.51263425,82.762537,85.1866455,87.2126445,82.07252313,85.2647075,83.66861531
21502,Pine City,41526,27,Minnesota,MN,81.206093,81.611595,83.136833,83.572227,85.867676,86.249825,86.995026,87.238068,77.306175,77.766312,82.516174,82.87365,81.94455,82.361649,83.124893,83.370232,79.47254375,83.024721,84.105925,85.18205475,81.40795438,84.48466788,82.94631113
21600,Brainerd,141542,27,Minnesota,MN,83.394669,83.737213,85.798317,86.121033,86.914886,87.2276,87.748108,88.04808,77.508682,77.956726,80.799583,81.232986,84.393494,84.733406,85.525536,85.83622,80.6493225,83.48797975,85.8173465,86.789486,82.24832913,86.12373825,84.18603369
21701,Rochester,228867,27,Minnesota,MN,83.033058,83.235039,86.367661,86.574783,88.165581,88.383644,89.337585,89.497871,77.756683,78.086067,81.864769,82.207779,85.1446,85.448486,86.590988,86.833038,80.52771175,84.253748,86.78557775,88.0648705,82.99155125,86.82440275,84.907977
21702,Austin,71187,27,Minnesota,MN,82.097023,82.459038,86.917435,87.05484,87.929169,88.191132,89.989594,90.187401,78.343925,78.635994,81.747147,82.016197,85.63176,85.897606,85.761391,86.113319,80.383995,84.43390475,86.91241675,88.01292625,83.01841738,86.853204,84.93581069
21801,Mason City,78179,19,Iowa,IA,81.270103,81.645355,85.672478,85.939934,85.909637,86.256622,89.008728,89.228676,75.381897,75.749542,83.121117,83.393707,84.116531,84.449043,84.992554,85.335968,78.51172425,84.531809,85.18295825,87.1414815,82.06754488,85.61644163,83.84199325
21802,Decorah,72111,19,Iowa,IA,83.021889,83.436882,87.722099,87.965134,87.662758,87.892906,87.922745,88.250389,78.092621,78.55632,82.237518,82.60466,84.153954,84.450165,83.998474,84.398499,80.776928,85.13235275,86.03994575,86.14252675,82.31152638,86.73435025,84.52293831
21900,Marshalltown,113442,19,Iowa,IA,82.098701,82.42337,84.203865,84.532776,86.158501,86.481316,87.868813,88.110748,74.90937,75.328926,79.993652,80.380676,83.027596,83.405182,85.423515,85.6343,78.69009175,82.27774225,84.76814875,86.759344,81.01290213,85.23476125,83.12383169
22001,Waterloo,222112,19,Iowa,IA,81.829544,82.312965,84.307495,84.743187,86.393883,86.759842,88.685921,88.888664,76.339073,76.87899,80.967514,81.417648,83.253197,83.668365,85.190559,85.502129,79.340143,82.858961,85.01882175,87.06681825,81.65218438,85.49018763,83.571186
22002,Iowa Falls,29516,19,Iowa,IA,81.654442,82.088737,86.041199,86.323814,85.999916,86.396492,89.905319,90.022995,76.934433,77.315018,83.19986,83.511826,82.82579,83.233383,88.435989,88.609398,79.4981575,84.76917475,84.61389525,89.24342525,83.00821213,86.05411425,84.53116319
22100,Iowa City,203768,19,Iowa,IA,81.888542,82.138237,84.479424,84.784187,87.030045,87.230667,87.087158,87.321198,77.22934,77.525444,80.972321,81.296913,83.230263,83.521156,85.815201,86.050476,79.69539075,82.88321125,85.25303275,86.56850825,81.95513925,85.24493225,83.60003575
22200,Cedar Rapids,252901,19,Iowa,IA,81.927345,82.296127,84.654945,85.036308,86.014839,86.349258,88.844208,89.027222,75.754135,76.220604,80.489784,80.920372,83.845734,84.208542,85.369995,85.666801,79.04955275,82.77535225,85.10459325,87.2270565,81.55949588,85.5187815,83.53913869
22300,Ottumwa,142385,19,Iowa,IA,82.253639,82.629471,85.213455,85.501328,86.040741,86.420303,87.739601,87.984161,76.884338,77.323288,81.585304,81.942574,82.441628,82.876266,85.179573,85.486771,79.772684,83.56066525,84.4447345,86.5975265,81.71496775,85.47283738,83.59390256
22400,Sheboygan,195533,55,Wisconsin,WI,81.763664,81.914253,85.064041,85.39727,87.006981,87.278633,86.801369,87.070343,75.751198,76.05365,80.212791,80.639938,83.136429,83.502678,85.003731,85.259216,78.87069125,82.82851,85.23118025,86.03366475,81.19495388,85.28706925,83.24101156
22500,Appleton,549651,55,Wisconsin,WI,81.506371,81.840553,84.937889,85.265617,86.50779,86.822411,87.661629,87.874374,75.47377,75.859192,80.646568,81.033081,83.383171,83.757141,85.592537,85.857262,78.6699715,82.97078875,85.11762825,86.7464505,81.45034025,85.30207925,83.37620975
22601,Green Bay,310560,55,Wisconsin,WI,81.771828,82.016251,85.557968,85.841774,86.632698,86.969727,87.655106,87.942307,76.66761,76.938049,81.344757,81.705833,84.226776,84.585815,84.918564,85.238846,79.3484345,83.612583,85.603754,86.43870575,81.95328125,85.54845738,83.75086931
22602,Shawano,65966,55,Wisconsin,WI,82.335289,82.703842,84.566681,84.995361,85.980865,86.330353,87.687279,88.007996,77.860962,78.245888,81.598846,82.030083,84.46917,84.771324,85.838615,86.1493,80.28649525,83.29774275,85.387928,86.9207975,82.6205235,85.32595825,83.97324088
22700,Wausau,370092,55,Wisconsin,WI,82.66124,82.881882,85.701706,86.013412,87.698486,87.974701,88.382263,88.622795,76.851852,77.182739,81.747742,82.131454,83.759506,84.138481,86.300919,86.579681,79.89442825,83.8985785,85.8927935,87.4714145,82.33654675,86.24206063,84.28930369
22800,Eau Claire,305307,55,Wisconsin,WI,82.241562,82.610588,85.656601,85.983559,87.217697,87.515343,87.733109,87.955147,77.58493,77.999214,81.875977,82.273315,84.565643,84.895638,85.316368,85.612663,80.1090735,83.947363,86.04858025,86.65432175,82.5154685,85.86420075,84.18983463
22900,La Crosse,220109,55,Wisconsin,WI,82.112167,82.422852,84.936172,85.281395,85.792252,86.167747,88.964424,89.169685,75.984589,76.421211,80.927483,81.320351,83.754578,84.147926,85.747536,86.065521,79.23520475,83.11635025,84.96562575,87.4867915,81.79614938,85.60583675,83.70099306
23000,Monroe,116624,55,Wisconsin,WI,81.196808,81.683311,85.317757,85.682053,87.298866,87.606346,87.793228,88.000854,77.421127,77.881203,81.999908,82.375237,84.767792,85.1082,85.523109,85.795471,79.54561225,83.84373875,86.195301,86.7781655,82.60900588,85.57240288,84.09070438
23100,Madison,590755,55,Wisconsin,WI,81.172508,81.441826,84.986198,85.23909,86.626312,86.88755,88.167465,88.40448,76.461487,76.848358,81.161911,81.479607,83.606277,83.948074,85.786552,86.093674,78.98104475,83.2167015,85.26705325,87.11304275,81.9232425,85.36567863,83.64446056
23200,Dubuque,163189,19,Iowa,IA,82.475899,82.866783,85.766754,86.107971,87.447975,87.731857,87.306297,87.590813,77.500374,77.925819,81.096375,81.543205,84.11367,84.455559,85.142258,85.469284,80.19221875,83.62857625,85.93726525,86.377163,82.155818,85.91179363,84.03380581
23301,Charleston,101161,17,Illinois,IL,79.360565,79.871544,83.735008,84.142372,85.570084,85.970711,88.31649,88.445,74.342697,74.824646,80.809891,81.21965,81.887291,82.336739,84.28299,84.532356,77.099863,82.47673025,83.94120625,86.394209,80.5295325,84.42647175,82.47800213
23302,Douglas,101195,17,Illinois,IL,81.527473,81.970108,84.629456,85.007492,86.023651,86.359268,87.347649,87.607399,74.628319,75.13607,79.58107,79.998627,82.667747,83.037399,85.271538,85.529892,78.3154925,82.30416125,84.52201625,86.4391195,80.73133275,85.059062,82.89519738
23400,Bloomington,206909,17,Illinois,IL,79.230728,79.652901,83.078773,83.483719,85.189796,85.462372,86.585526,86.902451,74.036705,74.493164,78.996025,79.456894,81.835724,82.178619,85.138435,85.455696,76.8533745,81.25385275,83.66662775,86.020527,80.19890775,83.69828325,81.9485955
23500,Decatur,382083,17,Illinois,IL,80.009895,80.763893,84.25148,84.668488,85.914963,86.24408,87.862564,88.025597,74.592575,75.36573,79.433357,79.917343,82.604485,83.000519,85.824173,86.067261,77.68302325,82.067667,84.44101175,86.94489875,80.85068038,84.71762,82.78415019
23600,Burlington,136489,19,Iowa,IA,82.677956,82.968834,85.084282,85.427765,86.120407,86.456245,87.509308,87.784737,75.888374,76.301384,79.776314,80.23893,83.011421,83.374199,84.000526,84.380699,79.459137,82.63182275,84.740568,85.9188175,80.87148088,85.50369175,83.18758631
23700,Galesburg,145734,17,Illinois,IL,81.326683,81.789703,83.797752,84.212502,85.244072,85.556747,86.876762,87.154457,75.131241,75.694199,80.472534,80.878296,82.03212,82.347855,85.456589,85.684074,78.4854565,82.340271,83.7951985,86.2929705,80.9621135,84.49483475,82.72847413
23801,Davenport,382351,17,Illinois,IL,80.668808,81.148354,84.114571,84.402618,85.852303,86.126152,87.125626,87.303757,75.353096,75.839844,79.740326,80.065742,82.475349,82.784737,85.046494,85.262474,78.2525255,82.08081425,84.30963525,86.18458775,80.82100775,84.59277363,82.70689069
23802,Clinton,70445,19,Iowa,IA,81.073738,81.562241,85.077255,85.332314,86.194702,86.478416,87.452126,87.78714,74.833778,75.349098,80.823166,81.151787,82.247696,82.615639,85.397247,85.730225,78.20471375,83.0961305,84.38411325,86.5916845,81.0185795,85.1197415,83.0691605
23900,Peoria,529703,17,Illinois,IL,79.569595,80.134308,83.495071,83.88324,85.256294,85.598862,87.187103,87.410568,74.38047,74.975479,79.33432,79.758255,82.032684,82.414246,84.485229,84.776093,77.264963,81.6177215,83.8255215,85.96474825,80.269597,84.06688013,82.16823856
24000,Kenosha,584474,55,Wisconsin,WI,80.250488,80.711067,84.221481,84.49379,85.468315,85.748077,87.26342,87.538963,74.993645,75.472801,79.581436,79.912247,82.368477,82.67569,84.344902,84.671059,77.85700025,82.0522385,84.06513975,85.954586,80.50253213,84.46195013,82.48224113
24100,Milwaukee,1660659,55,Wisconsin,WI,80.774216,81.391991,83.966362,84.324318,85.343948,85.711327,87.525917,87.728966,75.046219,75.711189,79.7659,80.161972,82.627731,83.011314,85.043678,85.30809,78.23090375,82.054638,84.17358,86.40166275,80.83451163,84.59588063,82.71519613
24200,Bourbonnais,135167,17,Illinois,IL,80.593643,81.305313,83.370583,83.783501,84.686935,85.113327,85.853371,86.118523,75.110336,75.846031,78.877251,79.306862,81.841942,82.274345,85.619072,85.838013,78.21383075,81.33454925,83.47913725,85.85724475,80.5892315,83.8531495,82.2211905
24300,Chicago,8183799,17,Illinois,IL,82.414032,82.661209,83.844467,83.903908,85.146042,85.114403,87.269714,87.122276,77.707207,77.91198,79.747009,79.809464,81.967819,81.990555,84.585518,84.567772,80.173607,81.826212,83.55470475,85.88632,81.0359155,84.68450638,82.86021094
24400,Rockford,622573,17,Illinois,IL,80.691658,81.040489,83.669922,84.061958,85.053261,85.340584,87.364357,87.556938,75.28463,75.63575,80.052132,80.448715,82.451103,82.746651,84.832352,85.084656,78.16313175,82.05818175,83.89789975,86.20957575,80.81699863,84.34739588,82.58219725
24500,Rolla,111509,29,Missouri,MO,81.049408,81.27684,83.490593,83.82225,84.36998,84.774063,88.661964,88.663025,75.416229,75.860847,78.862862,79.286919,83.887802,84.227798,85.185677,85.397362,78.400831,81.365656,84.31491075,86.977007,81.015687,84.51351538,82.76460119
24600,Farmington,137456,29,Missouri,MO,80.360817,80.836395,83.612854,84.005295,85.969177,86.309998,86.471451,86.639313,73.984879,74.523895,79.163322,79.612724,82.837837,83.204712,81.930527,82.202057,77.4264965,81.59854875,84.580431,84.310837,79.68249413,84.2756625,81.97907831
24701,St. Louis,2325609,29,Missouri,MO,80.219513,81.227722,83.339691,83.92688,85.387383,85.816528,87.373543,87.644279,74.408714,75.49485,78.96077,79.600555,81.963745,82.445717,84.62397,84.970642,77.83769975,81.456974,83.90334325,86.1531085,80.30862038,84.36694238,82.33778138
24702,Mexico,37989,29,Missouri,MO,80.822502,81.283676,85.374672,85.740593,86.813469,87.181412,87.431885,87.894333,74.245125,74.770477,80.40358,80.852562,81.84552,82.302834,84.406181,84.912582,77.780445,83.09285175,84.53580875,86.16124525,80.46735763,85.31781775,82.89258769
24801,Jacksonville,84748,17,Illinois,IL,80.542747,81.040977,84.015114,84.341248,85.111366,85.530922,87.469284,87.735985,74.759689,75.289864,79.312614,79.697723,80.910248,81.373047,82.608101,82.946648,77.90831925,81.84167475,83.23139575,85.1900045,79.61224175,84.47345538,82.04284856
24802,Springfield,267992,17,Illinois,IL,78.807465,79.441429,83.209457,83.656708,84.670074,85.092598,87.184586,87.435799,74.007591,74.68959,78.847244,79.338058,81.458092,81.901382,84.452042,84.776596,76.73651875,81.26286675,83.2805365,85.96225575,79.93382438,83.6872645,81.81054444
24900,Edwardsville,382997,17,Illinois,IL,80.220039,80.727806,83.553474,83.944641,84.981758,85.362885,86.065399,86.469238,74.141876,74.718193,79.18013,79.623459,81.775787,82.184227,83.899765,84.295334,77.4519785,81.575426,83.57616425,85.182434,79.97734638,83.915655,81.94650069
25000,Quincy,152421,17,Illinois,IL,81.202797,81.698151,85.112198,85.491783,86.198227,86.58448,88.846077,89.001503,75.407967,75.95887,80.862251,81.302582,82.774796,83.201393,84.955353,85.231087,78.56694625,83.1922035,84.689724,87.008505,81.21178738,85.516902,83.36434469
25101,Mountain Home,64068,5,Arkansas,AR,80.849876,81.245171,85.316254,85.662315,87.130104,87.434868,86.864227,87.183548,76.049629,76.456612,79.962929,80.375534,79.244698,79.729576,82.750366,83.153152,78.650322,82.829258,83.3848115,84.98782325,79.715312,85.21079538,82.46305369
25102,West Plains,90551,29,Missouri,MO,83.32589,83.676674,84.583778,84.976051,86.024475,86.214828,88.653587,88.926376,77.135223,77.601097,80.886536,81.29921,81.954063,82.25148,83.217804,83.704552,80.434721,82.93639375,84.1112115,86.12557975,81.00624563,85.79770738,83.4019765
25103,Harrison,76174,5,Arkansas,AR,82.429901,82.775856,84.499229,84.771881,85.407028,85.75824,87.920776,88.180252,77.932083,78.322243,81.927032,82.210381,82.434723,82.816673,83.510529,83.902496,80.36502075,83.35213075,84.104166,85.87851325,81.63202,85.21789538,83.42495769
25104,Heber Springs,51737,5,Arkansas,AR,82.981834,83.324005,83.817551,84.198669,83.284088,83.79702,88.553848,88.748161,76.011734,76.444748,80.197937,80.625725,81.750214,82.194344,83.619125,83.977684,79.69058025,82.2099705,82.7564165,86.2247045,80.60268888,84.838147,82.72041794
25105,Batesville,64601,5,Arkansas,AR,81.563179,81.945313,84.182152,84.541801,84.871239,85.251411,87.464607,87.720139,75.804871,76.208504,79.491608,79.942451,81.742653,82.15023,83.037201,83.475998,78.88046675,82.039503,83.50388325,85.42448625,80.2316895,84.69248013,82.46208481
25200,Henderson,151629,21,Kentucky,KY,79.448212,80.087013,82.764526,83.25148,84.904251,85.334999,86.625778,86.883781,73.632347,74.287064,79.046913,79.530746,82.436203,82.87085,83.688187,84.012009,76.863659,81.14841625,83.88657575,85.30243875,79.93803988,83.662505,81.80027244
25300,Union City,117387,47,Tennessee,TN,81.041229,81.633965,83.345284,83.815681,85.187744,85.618385,86.574699,86.927795,74.913383,75.508171,79.194435,79.701576,81.677681,82.134415,83.312119,83.686104,78.274187,81.514244,83.65455625,85.12517925,80.0159855,84.26809775,82.14204163
25401,Paducah,138654,21,Kentucky,KY,80.771576,81.363647,83.68708,84.132973,85.48246,85.845039,87.643272,87.899628,74.387428,75.025146,79.23127,79.712296,82.425728,82.810623,84.456001,84.775345,77.88694925,81.69090475,84.1409625,86.1935615,80.35297963,84.60320938,82.4780945
25402,Murray,34177,21,Kentucky,KY,82.407585,82.820518,83.047363,83.460503,86.760277,87.076698,88.962502,89.117142,74.727715,75.234566,78.949776,79.412918,82.374161,82.782837,84.276611,84.608826,78.797596,81.21764,84.74849325,86.74127025,80.29592625,85.4565735,82.87624988
25500,Centralia,141040,17,Illinois,IL,80.347023,80.915665,83.943855,84.360672,86.618729,86.929817,86.932167,87.108696,74.674988,75.294243,80.393593,80.819809,82.505669,82.894516,84.743256,84.994736,77.80797975,82.37948225,84.73718275,85.94471375,80.79010125,84.644578,82.71733963
25601,Carbondale,265022,17,Illinois,IL,81.178772,81.687965,84.817932,85.165581,86.732628,87.071579,86.834129,87.124222,74.790329,75.392853,79.558784,79.995491,82.228752,82.663536,84.751556,85.06781,78.26247975,82.384447,84.67412375,85.94442925,80.55613888,85.076601,82.81636994
25602,Harrisburg,37978,17,Illinois,IL,80.563316,81.040421,82.73867,83.157578,84.173866,84.664703,87.162888,87.370956,75.006256,75.510529,81.384224,81.75528,82.557999,83.005325,83.607101,83.964676,78.0301305,82.258938,83.60047325,85.52640525,80.84892375,83.85904975,82.35398675
25701,Cape Girardeau,184036,29,Missouri,MO,80.787201,81.398582,83.994247,84.385872,85.724785,86.069672,88.39045,88.658699,75.405006,76.077583,80.032524,80.46537,82.037918,82.442665,84.90033,85.243416,78.417093,82.21950325,84.06876,86.79822375,80.8256015,84.9261885,82.875895
25702,Poplar Bluff,73576,29,Missouri,MO,81.815529,82.271263,83.831825,84.219551,84.746864,85.05513,85.207741,85.489441,75.225647,75.770729,79.842018,80.242447,82.274597,82.647957,83.141182,83.538811,78.770792,82.03396025,83.681137,84.34429375,80.3354235,84.079668,82.20754575
25800,Blytheville,105181,5,Arkansas,AR,79.54348,80.523865,82.217552,82.722656,85.010765,85.472626,86.653458,86.940193,73.24279,74.254738,77.554031,78.097191,81.371819,81.875427,84.480965,84.772827,76.89121825,80.1478575,83.43265925,85.71186075,79.4562235,83.63557438,81.54589894
25900,Jonesboro,198671,5,Arkansas,AR,80.586174,81.071648,84.080276,84.463699,86.196861,86.472305,89.147049,89.350975,74.035011,74.5662,78.459084,78.931236,80.88652,81.293846,82.903679,83.286354,77.56475825,81.48357375,83.712383,86.17201425,79.29524125,85.17112338,82.23318231
26002,Duluth,286544,27,Minnesota,MN,81.640282,82.055153,84.485573,84.860962,86.239937,86.611359,88.525276,88.73613,75.824997,76.302353,81.673401,82.058441,83.731453,84.115128,84.447502,84.784554,78.95569625,83.26959425,85.17446925,86.6233655,81.61722863,85.394334,83.50578131
26101,Moberly,56535,29,Missouri,MO,81.163818,81.692047,84.670029,85.0616,87.657738,87.937111,85.926964,86.072182,77.175323,77.743027,80.368515,80.800316,82.679146,83.098274,84.81105,85.070847,79.44355375,82.725115,85.34306725,85.47026075,81.46831225,85.02268613,83.24549919
26102,Marshall,48599,29,Missouri,MO,80.617867,81.061348,83.53038,83.956596,84.152885,84.630867,87.473595,87.785919,74.921745,75.36924,79.545586,80.004501,84.435776,84.79393,86.476021,86.765198,77.99255,81.75926575,84.5033645,87.12518325,81.53899963,84.15118213,82.84509088
26106,Centerville,29873,19,Iowa,IA,82.834808,83.216957,83.645523,84.044304,87.142044,87.489548,91.160248,91.276405,76.457817,76.918701,80.009041,80.413879,85.007874,85.345505,82.607491,83.059456,79.85707075,82.02818675,86.24624275,87.0259,81.2274705,86.35122963,83.78935006
26107,Kirksville,38491,29,Missouri,MO,80.557281,81.034584,85.52507,85.849281,84.246803,84.635574,86.607849,86.928757,77.193497,77.637596,81.331573,81.719139,82.606415,82.969177,83.156738,83.504402,79.1057395,83.60626575,83.61449225,85.0494365,81.26481713,84.42314988,82.8439835
26201,Bismarck,114739,38,North Dakota,ND,84.810883,85.082939,85.308914,85.647552,86.212944,86.575775,88.020149,88.331879,76.97448,77.383049,81.81884,82.179993,84.373077,84.741859,86.574043,86.878815,81.06283775,83.73882475,85.47591375,87.4512215,82.6155195,86.24887938,84.43219944
26304,Minot,74541,38,North Dakota,ND,80.803673,81.170906,85.121788,85.529312,85.210297,85.642517,87.803185,87.948875,76.54866,76.921883,81.842422,82.256737,85.699432,86.044327,86.257294,86.519096,78.8612805,83.68756475,85.64914325,87.1321125,82.76123138,84.90381913,83.83252525
26410,Dickinson,27124,38,North Dakota,ND,83.81369,84.199936,88.407532,88.569435,85.134453,85.52446,92.28537,92.341934,78.902214,79.321907,83.917496,84.225327,86.051689,86.313553,82.55645,83.005043,81.55943675,86.2799475,85.75603875,87.54719925,83.03670988,87.53460125,85.28565556
26501,Brookings,40630,46,South Dakota,SD,80.328697,80.780151,83.134087,83.609924,87.024544,87.312065,89.897606,90.085907,75.795891,76.249535,82.366142,82.740669,81.908348,82.298431,84.68718,85.073647,78.2885685,82.9627055,84.635847,87.436085,81.38998038,85.27162263,83.3308015
26503,Sioux Falls,200630,46,South Dakota,SD,81.429131,81.674286,84.978607,85.304504,87.512253,87.819298,87.536499,87.866936,76.589798,76.899658,81.626045,81.999008,83.868362,84.259758,85.307999,85.653465,79.14821825,83.477041,85.86491775,86.59122475,82.02551163,85.51518925,83.77035044
26504,Watertown,40078,46,South Dakota,SD,82.066544,82.437958,85.157852,85.502113,88.610573,88.855835,85.36528,85.757416,75.496727,75.946243,81.070236,81.496574,84.331665,84.683411,84.922958,85.239998,78.986868,83.30669375,86.620371,85.321413,81.6484765,85.46919638,83.55883644
26605,Aberdeen,52825,46,South Dakota,SD,83.944817,84.266014,85.155365,85.487801,86.417061,86.758354,87.266579,87.575485,77.594856,78.015366,81.20874,81.617722,83.628471,84.000061,84.962875,85.281052,80.95526325,83.367407,85.20098675,86.27149775,82.03864288,85.8589345,83.94878869
26701,Bemidji,101639,27,Minnesota,MN,82.051682,82.481361,85.81855,86.133789,85.036903,85.419228,89.780899,89.971947,77.485107,77.962906,81.691803,82.075485,84.595146,84.924484,85.861717,86.17347,79.995264,83.92990675,84.99394025,87.94700825,82.59626475,85.83679488,84.21652981
26702,Grafton,31090,38,North Dakota,ND,82.171196,82.460899,86.318596,86.608429,86.5989,86.939079,89.636505,89.796364,75.975464,76.280663,82.210129,82.560135,84.519897,84.863701,82.323555,82.748367,79.2220555,84.42432225,85.73039425,86.12619775,81.43523888,86.316246,83.87574244
26703,Thief River Falls,28038,27,Minnesota,MN,82.008606,82.420776,83.450935,83.921944,87.984528,88.228142,87.678986,87.955605,76.003418,76.486366,83.17112,83.531677,85.373787,85.648415,85.29628,85.599464,79.2297915,83.518919,86.808718,86.63258375,82.63881588,85.45619025,84.04750306
26704,Grand Forks,108213,38,North Dakota,ND,82.046631,82.407204,84.629623,84.996864,85.930107,86.256111,86.971832,87.209732,76.491638,76.909294,80.897362,81.316277,83.398361,83.753036,87.735275,87.917732,79.46369175,82.9600315,84.83440375,87.45864275,82.30237188,85.056013,83.67919244
26801,Fargo,206945,38,North Dakota,ND,82.740295,82.998535,85.35685,85.664604,86.970695,87.234749,87.80912,88.133942,76.213791,76.519348,81.221039,81.587318,84.260872,84.565872,85.99231,86.345238,79.61799225,83.45745275,85.758047,87.0701525,82.0882235,85.86359875,83.97591113
26803,Jamestown,38384,38,North Dakota,ND,84.399612,84.684311,86.029327,86.357399,87.630684,87.919281,88.302361,88.601936,75.95874,76.410698,82.79805,83.134224,83.183342,83.607765,87.195068,87.431717,80.36334025,84.57975,85.585268,87.8827705,82.4649505,86.74061388,84.60278219
26901,Fergus Falls,117558,27,Minnesota,MN,83.06044,83.40773,85.539665,85.887054,87.209137,87.540787,88.280663,88.584259,78.489067,78.870033,82.361649,82.759186,85.0634,85.402512,86.10508,86.410278,80.9568175,84.1368885,86.303959,87.34507,83.18265063,86.18871688,84.68568375
26902,Little Falls,69851,27,Minnesota,MN,83.929626,84.258484,84.895714,85.311508,86.548996,86.898453,89.650696,89.853104,79.08725,79.48436,82.346367,82.74588,85.238602,85.578537,83.855675,84.268272,81.68993,83.82486725,86.066147,86.90693675,82.82561788,86.41832263,84.62197025
27005,Yankton,47901,46,South Dakota,SD,83.587624,83.921013,87.913857,88.129158,86.593811,86.933418,89.615929,89.806328,78.890259,79.297256,82.556717,82.913177,84.149544,84.486389,86.387939,86.643974,81.424038,85.37822725,85.5407905,88.1135425,83.16565688,87.06264225,85.11414956
27006,Mitchell,27613,46,South Dakota,SD,83.957359,84.17701,85.477295,85.783356,83.663124,84.172302,87.460381,87.816917,80.062065,80.258415,82.916916,83.21434,85.239098,85.532539,85.88205,86.199371,82.11371225,84.34797675,84.65176575,86.83967975,83.66309925,85.313468,84.48828363
27101,Willmar,85394,27,Minnesota,MN,82.633774,83.009712,86.513298,86.801689,88.036629,88.252274,87.488556,87.827766,78.639877,78.977417,81.644089,82.034096,85.190475,85.476364,86.377518,86.659485,80.815195,84.248293,86.7389355,87.08833125,83.12491513,86.32046225,84.72268869
27102,Marshall,51470,27,Minnesota,MN,86.133736,86.310608,87.372932,87.639481,87.65667,87.93264,88.241028,88.564766,76.789772,77.11187,82.667221,83.062325,84.682938,85.02832,85.870255,86.183456,81.5864965,85.18548975,86.325142,87.21487625,82.67451963,87.48148263,85.07800113
27201,Sioux Center,58454,19,Iowa,IA,83.352585,83.656822,86.693916,86.976295,86.284813,86.648582,88.01725,88.316864,78.110863,78.467606,83.316772,83.650871,83.94384,84.322433,85.269592,85.674255,80.896969,85.1594635,85.299917,86.81949025,82.844529,86.24339088,84.54395994
27202,Worthington,60435,27,Minnesota,MN,84.368843,84.411865,85.985924,86.332001,88.858994,89.019989,89.91069,90.12645,77.631958,77.721107,83.182159,83.576622,83.938805,84.211983,86.8685,87.153107,81.03344325,84.7691765,86.50744275,88.51468675,83.03553013,87.3768445,85.20618731
27301,Spencer,61106,19,Iowa,IA,83.109726,83.511047,84.306747,84.727493,88.307823,88.515106,87.847847,88.177216,78.332344,78.772476,81.91613,82.320084,83.399338,83.750473,85.373291,85.695023,80.93139825,83.3176135,85.993185,86.77334425,82.44489488,86.06287563,84.25388525
